person_number,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9
A00633,3,1,3,1,4,3,3,1,4
A00634,4,1,4,1,4,3,3,1,4
A00635,4,1,3,1,4,4,4,1,4
A00636,2,4,3,1,3,3,3,2,3
A00637,3,1,4,1,4,4,3,1,3
A00638,1,1,2,1,1,1,1,5,1
A00639,2,1,1,1,1,1,2,2,2
A00640,1,3,4,1,4,3,3,2,3
A00641,1,1,1,3,1,2,1,2,1
A00642,1,4,3,1,4,3,4,2,2
A00643,1,1,2,2,2,1,1,2,2
A00644,1,3,4,1,3,2,4,2,3
A00645,4,1,3,1,4,4,4,1,4
A00646,3,1,3,1,4,3,3,1,4
A00647,2,1,1,1,1,1,2,2,2
A00648,2,1,3,1,1,1,1,5,1
A00649,4,1,3,1,4,3,3,1,4
A00650,3,1,4,1,4,4,3,1,4
A00651,4,1,4,1,3,3,4,1,3
A00652,1,4,3,1,4,3,3,2,3
A00653,2,1,1,1,1,1,1,2,2
A00654,3,1,3,1,3,4,3,1,3
A00655,3,1,4,1,4,4,3,1,4
A00656,4,1,4,1,3,4,4,1,3
A00657,4,1,4,1,4,3,4,1,4
A00658,2,1,3,1,1,1,1,5,1
A00659,1,1,1,3,1,1,1,2,2
A00660,3,1,3,1,4,3,4,1,4
A00661,4,1,4,1,3,3,3,1,3
A00662,3,1,3,1,4,3,4,1,4
A00663,1,1,2,3,2,2,1,3,1
A00664,4,1,4,1,4,3,4,1,3
A00665,4,1,3,1,4,3,4,1,4
A00666,4,1,3,1,4,3,4,1,3
A00667,2,1,2,1,1,1,1,5,1
A00668,2,1,2,2,2,1,1,3,2
A00669,3,1,4,1,4,4,4,1,4
A00670,2,1,2,2,1,2,1,2,1
A00671,1,1,2,1,1,1,1,5,1
A00672,3,1,3,1,4,3,3,1,3
A00673,1,1,1,2,2,2,1,3,2
A00674,3,1,3,1,4,4,3,1,4
A00675,3,1,4,1,3,3,4,1,4
A00676,4,1,4,1,3,3,4,1,4
A00677,1,1,2,2,2,1,1,2,1
A00678,3,1,3,1,3,3,4,1,3
A00679,4,1,3,1,4,3,3,1,4
A00680,2,1,1,1,1,1,1,2,2
A00681,2,1,1,2,2,2,2,3,2
A00682,1,1,2,1,1,1,1,5,1
A00683,4,1,3,1,3,4,3,1,3
A00684,2,1,2,1,1,1,1,4,1
A00685,4,1,4,1,4,4,4,1,4
A00686,4,1,3,1,3,3,4,1,4
A00687,2,3,3,1,3,3,4,1,3
A00688,3,1,3,1,3,4,3,1,4
A00689,4,1,4,1,4,4,3,1,4
A00690,3,1,4,1,4,4,3,1,4
A00691,4,1,3,1,4,4,4,1,3
A00692,4,1,4,1,3,3,3,1,3
A00693,1,1,2,2,1,2,1,3,1
A00694,3,1,4,1,3,3,3,1,3
A00695,2,1,3,1,1,1,1,4,1
A00696,2,4,4,1,3,3,4,1,3
A00697,1,1,2,3,1,2,2,2,2
A00698,4,1,3,1,4,4,4,1,3
A00699,4,1,4,1,4,3,4,1,3
A00700,4,1,3,1,4,4,4,1,4
A00701,3,1,3,1,3,4,3,1,4
A00702,3,1,4,1,4,3,3,1,3
A00703,4,1,3,1,3,3,4,1,4
A00704,3,1,4,1,4,4,3,1,3
A00705,4,1,4,1,4,3,4,1,3
A00706,2,1,2,1,1,1,1,4,1
A00707,4,1,4,1,3,4,4,1,4
A00708,4,1,4,1,4,4,3,1,4
A00709,2,1,1,1,1,1,1,3,1
A00710,3,1,4,1,4,4,4,1,4
A00711,2,1,1,1,1,1,1,3,2
A00712,2,1,1,1,1,1,2,2,2
A00713,2,1,1,1,1,1,1,3,1
A00714,4,1,3,1,3,4,3,1,3
A00715,3,1,4,1,3,3,3,1,3
A00716,1,4,4,1,3,3,4,1,2
A00717,2,4,3,1,3,2,4,2,2
A00718,3,1,4,1,3,4,4,1,4
A00719,1,1,1,1,1,1,1,2,1
A00720,2,1,1,1,1,1,1,3,2
A00721,4,1,3,1,4,3,3,1,3
A00722,1,1,1,1,1,1,2,3,2
A00723,1,1,3,1,1,1,1,5,1
A00724,1,1,1,2,1,1,1,3,1
A00725,2,1,2,1,1,1,1,4,1
A00726,4,1,4,1,4,4,4,1,4
A00727,4,1,3,1,4,4,4,1,4
A00728,1,1,1,1,1,1,1,3,2
A00729,1,1,1,1,1,1,2,2,2
A00730,3,1,4,1,3,3,4,1,3
A00731,1,1,1,1,1,1,1,2,1
A00732,3,1,4,1,3,4,3,1,4
A00733,3,1,4,1,4,3,4,1,4
A00734,1,1,1,3,2,2,2,3,2
A00735,3,1,3,1,4,3,4,1,4
A00736,1,1,2,1,1,1,1,4,1
A00737,3,1,3,1,3,3,4,1,4
A00738,1,1,2,3,1,1,2,2,1
A00739,3,1,4,1,3,4,4,1,4
A00740,3,1,4,1,4,3,3,1,4
A00741,1,4,3,1,3,3,4,2,2
A00742,1,1,1,3,2,1,2,3,1
A00743,3,1,4,1,4,3,3,1,3
A00744,4,1,3,1,4,3,4,1,4
A00745,2,1,1,2,2,2,1,3,2
A00746,2,1,1,3,1,2,1,2,1
A00747,1,3,4,1,3,2,4,1,2
A00748,3,1,3,1,3,4,4,1,4
A00749,2,3,3,1,3,2,3,1,2
A00750,1,1,1,1,1,1,1,2,1
A00751,4,1,4,1,3,3,3,1,3
A00752,3,1,4,1,3,3,3,1,4
A00753,1,3,4,1,3,3,4,2,3
A00754,1,1,1,1,1,1,1,2,1
A00755,4,1,4,1,3,4,4,1,3
A00756,1,3,3,1,3,3,3,1,2
A00757,3,1,4,1,3,3,3,1,4
A00758,2,1,3,1,1,1,1,5,1
A00759,1,1,2,1,1,1,1,5,1
A00760,2,1,3,1,1,1,1,4,1
A00761,3,1,4,1,3,3,4,1,4
A00762,1,1,1,2,2,2,2,2,1
A00763,1,1,3,1,1,1,1,5,1
A00764,4,1,3,1,3,4,3,1,4
A00765,1,4,4,1,4,2,3,2,2
A00766,2,1,2,1,1,1,1,5,1
A00767,3,1,4,1,3,3,4,1,4
A00768,2,1,2,2,2,1,1,2,2
A00769,1,1,1,2,2,1,1,2,1
A00770,4,1,3,1,3,4,3,1,4
A00771,1,1,1,1,1,1,1,3,1
A00772,3,1,4,1,4,4,3,1,4
A00773,4,1,4,1,3,4,3,1,4
A00774,3,1,3,1,3,3,3,1,3
A00775,3,1,3,1,3,3,4,1,4
A00776,4,1,3,1,4,4,3,1,3
A00777,3,1,4,1,4,3,4,1,3
A00778,3,1,4,1,4,3,4,1,4
A00779,3,1,3,1,4,4,3,1,4
A00780,2,1,1,1,1,1,2,2,1
A00781,2,4,3,1,3,2,3,1,3
A00782,2,1,1,1,1,1,2,3,2
A00783,1,1,2,1,1,1,1,5,1
A00784,2,1,1,3,2,1,2,3,1
A00785,3,1,4,1,4,3,3,1,3
A00786,3,1,3,1,3,4,3,1,4
A00787,1,1,2,1,1,1,1,4,1
A00788,4,1,4,1,3,3,4,1,4
A00789,2,1,1,1,1,1,1,2,1
A00790,1,1,2,1,1,1,1,5,1
A00791,4,1,3,1,3,4,3,1,4
A00792,1,1,3,1,1,1,1,5,1
A00793,1,1,1,3,2,2,2,3,1
A00794,3,1,3,1,4,3,4,1,4
A00795,4,1,4,1,4,4,4,1,4
A00796,4,1,4,1,3,4,3,1,3
A00797,4,1,4,1,4,4,3,1,4
A00798,1,1,1,2,2,2,2,3,2
A00799,4,1,3,1,4,4,4,1,4
A00800,2,1,1,1,1,1,1,3,2
A00801,2,1,3,1,1,1,1,4,1
A00802,4,1,4,1,3,4,3,1,4
A00803,2,1,2,2,2,1,2,3,1
A00804,4,1,3,1,4,4,4,1,4
A00805,3,1,4,1,3,3,3,1,4
A00806,3,1,3,1,4,3,4,1,4
A00807,3,1,3,1,3,4,3,1,3
A00808,3,1,3,1,4,3,4,1,4
A00809,4,1,4,1,3,4,4,1,4
A00810,1,1,3,1,1,1,1,5,1
A00811,1,1,1,3,1,2,1,3,2
A00812,4,1,4,1,4,4,3,1,4
A00813,3,1,3,1,3,4,4,1,4
A00814,2,1,1,3,1,1,1,2,2
A00815,3,1,3,1,3,3,4,1,3
A00816,1,1,2,1,1,1,1,5,1
A00817,2,1,1,2,2,2,1,3,1
A00818,3,1,4,1,3,3,3,1,3
A00819,3,1,3,1,4,4,3,1,3
A00820,4,1,3,1,4,4,3,1,3
A00821,2,1,1,1,1,1,2,3,2
A00822,4,1,3,1,3,3,3,1,3
A00823,4,1,4,1,4,3,3,1,4
A00824,4,1,3,1,3,4,4,1,4
A00825,1,1,1,1,1,1,2,3,1
A00826,3,1,3,1,4,4,3,1,3
A00827,1,1,1,1,1,1,1,3,1
A00828,2,1,1,1,1,1,2,3,1
A00829,4,1,3,1,3,3,3,1,3
A00830,4,1,3,1,4,4,4,1,3
A00831,4,1,4,1,4,4,3,1,4
A00832,3,1,3,1,3,4,4,1,3
A00833,3,1,4,1,3,4,3,1,3
A00834,4,1,4,1,4,4,3,1,4
A00835,2,1,1,1,1,1,1,2,2
A00836,1,1,2,3,2,1,2,3,1
A00837,4,1,3,1,3,4,4,1,3
A00838,4,1,4,1,4,3,3,1,3
A00839,4,1,3,1,3,4,3,1,3
A00840,3,1,3,1,4,3,3,1,3
A00841,4,1,4,1,4,4,4,1,3
A00842,2,1,2,2,1,1,2,3,1
A00843,4,1,3,1,3,3,4,1,3
A00844,4,1,4,1,3,4,4,1,4
A00845,3,1,4,1,3,3,3,1,3
A00846,2,1,1,2,2,2,2,3,1
A00847,3,1,3,1,3,4,4,1,4
A00848,1,1,3,1,1,1,1,5,1
A00849,4,1,3,1,4,3,3,1,4
A00850,4,1,3,1,4,3,3,1,3
A00851,1,1,1,1,1,1,1,3,2
A00852,3,1,4,1,4,4,3,1,4
A00853,4,1,4,1,4,3,4,1,3
A00854,3,1,3,1,3,3,3,1,4
A00855,2,3,4,1,4,3,3,1,2
A00856,3,1,4,1,4,3,4,1,4
A00857,1,1,1,2,2,2,1,2,1
A00858,4,1,4,1,3,4,4,1,4
A00859,1,1,3,1,1,1,1,4,1
A00860,3,1,4,1,3,3,4,1,3
A00861,3,1,4,1,3,3,3,1,4
A00862,2,4,4,1,3,2,3,2,2
A00863,2,4,3,1,4,2,4,2,3
A00864,3,1,3,1,3,3,4,1,3
A00865,2,1,2,1,1,1,1,4,1
A00866,4,1,3,1,3,3,3,1,4
A00867,3,1,4,1,3,3,3,1,4
A00868,1,1,2,3,1,2,1,3,2
A00869,3,1,4,1,4,4,3,1,4
A00870,4,1,3,1,3,4,4,1,3
A00871,4,1,4,1,3,3,4,1,3
A00872,3,1,3,1,3,3,4,1,3
A00873,1,1,2,3,1,1,2,2,1
A00874,1,1,2,2,1,1,1,3,2
A00875,3,1,3,1,3,4,3,1,4
A00876,2,1,1,3,2,2,1,3,2
A00877,3,1,3,1,3,3,4,1,3
A00878,1,1,2,3,1,2,2,2,1
A00879,4,1,3,1,3,3,4,1,3
A00880,1,1,1,2,2,2,2,2,1
A00881,1,1,2,2,1,1,1,2,2
A00882,3,1,4,1,4,3,3,1,3
A00883,3,1,3,1,4,3,3,1,4
A00884,4,1,4,1,4,3,3,1,3
A00885,2,1,1,1,1,1,1,2,1
A00886,3,1,4,1,3,4,3,1,4
A00887,1,1,2,1,1,1,1,5,1
A00888,2,1,1,1,1,1,1,2,2
A00889,1,1,2,2,2,2,2,3,2
A00890,2,1,1,1,1,1,2,3,2
A00891,2,1,1,3,2,1,2,2,1
A00892,3,1,4,1,4,4,4,1,3
A00893,4,1,3,1,3,3,4,1,3
A00894,3,1,3,1,4,4,3,1,3
A00895,1,1,1,2,2,1,1,2,2
A00896,1,1,1,1,1,1,1,3,2
A00897,2,1,1,3,1,2,1,3,2
A00898,3,1,4,1,4,4,4,1,4
A00899,1,1,2,3,1,1,2,3,1
A00900,3,1,3,1,4,3,4,1,4
A00901,1,1,2,1,1,1,1,4,1
A00902,1,4,4,1,3,2,4,1,2
A00903,4,1,4,1,3,4,3,1,4
A00904,1,1,2,2,2,1,1,2,1
A00905,1,1,1,1,1,1,1,2,1
A00906,3,1,3,1,4,3,4,1,4
A00907,4,1,3,1,3,4,4,1,4
A00908,3,1,4,1,3,4,3,1,4
A00909,1,4,4,1,4,3,4,1,3
A00910,1,1,2,1,1,1,1,4,1
A00911,1,1,2,2,2,1,1,2,2
A00912,1,4,3,1,4,3,3,2,3
A00913,3,1,4,1,4,3,3,1,4
A00914,2,1,1,2,2,2,2,3,1
A00915,1,1,1,1,1,1,2,3,2
A00916,3,1,3,1,3,3,3,1,4
A00917,4,1,4,1,3,4,4,1,3
A00918,4,1,3,1,3,3,4,1,3
A00919,3,1,4,1,3,4,3,1,3
A00920,1,1,2,1,1,1,1,5,1
A00921,3,1,4,1,3,4,3,1,4
A00922,4,1,3,1,3,3,4,1,4
A00923,3,1,3,1,4,3,4,1,3
A00924,3,1,3,1,4,3,4,1,4
A00925,4,1,3,1,3,3,3,1,3
A00926,1,1,3,1,1,1,1,4,1
A00927,3,1,3,1,3,4,3,1,4
A00928,4,1,4,1,3,3,4,1,3
A00929,2,1,1,2,2,1,1,2,2
A00930,2,4,3,1,3,3,3,1,3
A00931,4,1,4,1,4,4,4,1,4
A00932,2,1,2,2,2,2,1,2,2
A00933,2,1,1,1,1,1,2,2,1
A00934,1,1,2,3,1,1,2,3,1
A00935,3,1,3,1,3,3,4,1,3
A00936,1,1,1,1,1,1,1,3,2
A00937,4,1,4,1,3,4,4,1,3
A00938,4,1,3,1,4,4,3,1,3
A00939,3,1,3,1,4,4,4,1,4
A00940,2,1,3,1,1,1,1,4,1
A00941,3,1,4,1,4,4,4,1,4
A00942,2,1,3,1,1,1,1,5,1
A00943,1,1,1,1,1,1,1,2,1
A00944,2,1,1,2,1,2,1,3,1
A00945,4,1,4,1,3,4,4,1,4
A00946,4,1,4,1,4,3,4,1,4
A00947,3,1,4,1,3,4,3,1,3
A00948,1,1,3,1,1,1,1,4,1
A00949,1,1,2,1,1,1,1,5,1
A00950,4,1,4,1,3,3,3,1,4
A00951,3,1,3,1,4,3,3,1,3
A00952,2,3,4,1,4,3,3,1,3
A00953,4,1,3,1,3,4,4,1,3
A00954,2,1,1,1,1,1,2,2,2
A00955,1,4,3,1,4,3,3,2,3
A00956,1,1,1,1,1,1,2,3,2
A00957,1,1,1,2,2,1,1,2,2
A00958,4,1,3,1,3,4,3,1,4
A00959,2,1,2,1,1,1,1,4,1
A00960,1,1,1,1,1,1,2,2,2
A00961,2,1,3,1,1,1,1,4,1
A00962,1,1,1,1,1,1,2,3,2
A00963,1,1,2,1,1,1,1,4,1
A00964,4,1,3,1,4,3,4,1,3
A00965,4,1,3,1,4,3,3,1,4
A00966,1,3,3,1,3,3,4,2,3
A00967,4,1,4,1,4,4,4,1,3
A00968,4,1,4,1,4,4,4,1,4
A00969,3,1,4,1,3,4,4,1,3
A00970,1,3,4,1,3,2,3,2,3
A00971,3,1,3,1,3,3,4,1,4
A00972,4,1,3,1,4,3,3,1,3
A00973,2,3,4,1,4,3,4,2,3
A00974,2,1,3,1,1,1,1,4,1
A00975,4,1,3,1,4,4,3,1,3
A00976,4,1,4,1,4,4,3,1,4
A00977,3,1,3,1,3,3,4,1,3
A00978,1,1,2,1,1,1,1,5,1
A00979,4,1,3,1,3,4,3,1,3
A00980,4,1,3,1,3,3,3,1,3
A00981,1,1,1,1,1,1,1,2,2
A00982,1,1,3,1,1,1,1,5,1
A00983,1,1,1,3,1,1,1,3,2
A00984,4,1,3,1,3,4,4,1,3
A00985,4,1,4,1,3,3,4,1,4
A00986,3,1,4,1,3,4,4,1,3
A00987,4,1,4,1,4,4,3,1,3
A00988,2,1,1,3,1,1,1,2,1
A00989,2,1,2,1,1,1,1,4,1
A00990,4,1,3,1,4,3,4,1,3
A00991,4,1,3,1,4,3,3,1,4
A00992,2,1,1,3,2,2,2,2,2
A00993,1,1,1,1,1,1,1,3,2
A00994,1,1,2,1,1,1,1,5,1
A00995,3,1,3,1,4,3,4,1,3
A00996,2,3,4,1,4,2,3,2,3
A00997,3,1,4,1,4,3,4,1,4
A00998,2,1,1,1,1,1,1,3,2
A00999,2,1,3,1,1,1,1,5,1
A01000,1,1,2,2,1,2,1,3,1
A01001,2,1,3,1,1,1,1,4,1
A01002,4,1,3,1,3,3,4,1,4
A01003,3,1,3,1,3,4,3,1,4
A01004,4,1,4,1,3,4,4,1,4
A01005,2,1,1,1,1,1,2,3,1
A01006,2,3,3,1,3,2,4,2,2
A01007,3,1,3,1,3,4,4,1,3
A01008,3,1,3,1,3,4,3,1,4
A01009,1,1,1,2,1,2,1,3,2
A01010,1,1,1,3,1,1,2,3,1
A01011,4,1,4,1,3,4,3,1,4
A01012,3,1,4,1,3,3,4,1,4
A01013,4,1,3,1,4,4,3,1,3
A01014,3,1,4,1,4,3,4,1,3
A01015,3,1,3,1,4,3,4,1,3
A01016,4,1,3,1,3,4,3,1,3
A01017,2,1,1,2,1,2,2,2,2
A01018,2,1,1,1,1,1,1,2,1
A01019,2,1,1,1,1,1,1,2,1
A01020,4,1,4,1,3,4,3,1,3
A01021,4,1,3,1,4,3,3,1,4
A01022,4,1,4,1,3,3,4,1,4
A01023,3,1,3,1,4,4,3,1,4
A01024,1,3,3,1,3,2,4,2,3
A01025,2,1,3,1,1,1,1,5,1
A01026,3,1,3,1,4,4,3,1,4
A01027,1,1,2,1,1,1,1,4,1
A01028,2,1,1,1,1,1,2,2,2
A01029,4,1,4,1,3,3,4,1,3
A01030,3,1,4,1,3,4,4,1,4
A01031,2,1,1,1,1,1,2,2,2
A01032,2,1,1,2,1,2,2,3,2
A01033,2,1,1,1,1,1,1,2,1
A01034,3,1,3,1,4,4,3,1,4
A01035,4,1,3,1,4,4,3,1,4
A01036,3,1,3,1,4,3,3,1,3
A01037,4,1,3,1,3,4,4,1,4
A01038,4,1,4,1,4,3,3,1,3
A01039,2,1,2,1,1,1,1,5,1
A01040,3,1,4,1,4,3,3,1,4
A01041,3,1,4,1,3,3,3,1,4
A01042,1,3,4,1,4,2,4,1,3
A01043,3,1,4,1,4,4,4,1,3
A01044,2,3,3,1,4,3,4,2,3
A01045,2,1,2,2,1,1,2,2,2
A01046,2,1,3,1,1,1,1,4,1
A01047,3,1,4,1,4,4,3,1,3
A01048,1,3,3,1,3,2,3,2,2
A01049,4,1,3,1,3,4,4,1,4
A01050,4,1,3,1,3,4,3,1,3
A01051,4,1,4,1,4,3,3,1,3
A01052,4,1,3,1,4,3,3,1,4
A01053,3,1,3,1,3,3,4,1,4
A01054,3,1,4,1,4,3,3,1,3
A01055,4,1,4,1,4,4,3,1,3
A01056,1,1,1,1,1,1,2,3,1
A01057,3,1,4,1,3,3,4,1,3
A01058,2,1,1,1,1,1,2,3,1
A01059,4,1,3,1,4,3,3,1,4
A01060,2,1,2,3,2,1,1,2,1
A01061,2,1,1,1,1,1,2,3,2
A01062,2,1,1,1,1,1,1,2,1
A01063,1,1,3,1,1,1,1,5,1
A01064,3,1,4,1,4,4,3,1,3
A01065,3,1,3,1,4,4,4,1,3
A01066,3,1,3,1,3,4,3,1,3
A01067,1,1,2,1,1,1,1,4,1
A01068,3,1,3,1,3,4,4,1,4
A01069,4,1,3,1,3,4,3,1,3
A01070,2,1,2,2,1,1,2,3,1
A01071,3,1,3,1,4,3,4,1,3
A01072,1,4,4,1,4,2,3,1,3
A01073,3,1,3,1,3,4,4,1,4
A01074,4,1,3,1,4,4,3,1,3
A01075,4,1,4,1,3,4,3,1,3
A01076,4,1,4,1,4,3,3,1,4
A01077,3,1,4,1,3,4,3,1,4
A01078,1,1,1,1,1,1,1,3,2
A01079,3,1,3,1,3,3,3,1,3
A01080,3,1,4,1,4,4,4,1,3
A01081,2,1,1,1,1,1,1,3,2
A01082,1,1,2,1,1,1,1,4,1
A01083,3,1,3,1,3,3,3,1,4
A01084,2,1,3,1,1,1,1,4,1
A01085,4,1,4,1,3,4,4,1,3
A01086,4,1,4,1,4,3,3,1,4
A01087,2,3,4,1,3,3,3,2,2
A01088,2,1,2,1,1,1,1,5,1
A01089,4,1,4,1,3,4,4,1,4
A01090,2,1,1,1,1,1,2,3,2
A01091,1,1,1,2,2,1,1,2,2
A01092,4,1,3,1,4,4,4,1,3
A01093,2,1,1,1,1,1,2,2,2
A01094,1,3,4,1,4,3,3,1,2
A01095,4,1,4,1,4,3,4,1,4
A01096,4,1,3,1,4,3,4,1,4
A01097,4,1,4,1,4,4,4,1,4
A01098,3,1,3,1,3,3,3,1,3
A01099,2,1,1,3,2,2,1,2,1
A01100,1,4,3,1,4,2,4,1,2
A01101,2,1,2,1,1,1,1,5,1
A01102,3,1,3,1,4,4,4,1,4
A01103,1,4,4,1,4,2,3,1,3
A01104,4,1,4,1,3,3,4,1,4
A01105,2,1,2,2,1,1,2,2,2
A01106,4,1,3,1,4,4,3,1,3
A01107,3,1,4,1,4,4,4,1,3
A01108,2,1,1,1,1,1,2,3,2
A01109,4,1,4,1,4,3,3,1,4
A01110,1,1,3,1,1,1,1,4,1
A01111,4,1,4,1,4,4,4,1,3
A01112,3,1,4,1,4,3,3,1,3
A01113,4,1,3,1,4,3,4,1,4
A01114,1,4,3,1,4,3,4,1,3
A01115,4,1,3,1,4,4,3,1,3
A01116,3,1,3,1,4,3,3,1,4
A01117,1,1,2,1,1,1,1,5,1
A01118,2,1,1,1,1,1,2,3,2
A01119,3,1,4,1,3,4,3,1,4
A01120,4,1,3,1,4,3,4,1,4
A01121,1,1,1,1,1,1,2,2,2
A01122,4,1,3,1,3,3,3,1,3
A01123,1,1,1,1,1,1,2,2,2
A01124,4,1,3,1,3,3,4,1,3
A01125,2,1,1,1,1,1,1,3,1
A01126,3,1,3,1,4,3,3,1,4
A01127,4,1,4,1,3,4,3,1,3
A01128,4,1,3,1,4,3,4,1,4
A01129,3,1,4,1,4,3,4,1,4
A01130,4,1,3,1,4,4,3,1,4
A01131,2,1,3,1,1,1,1,5,1
A01132,3,1,3,1,4,3,3,1,4
A01133,4,1,3,1,3,4,4,1,4
A01134,1,1,3,1,1,1,1,5,1
A01135,2,1,1,1,1,1,1,2,1
A01136,3,1,4,1,3,3,3,1,4
A01137,4,1,4,1,4,4,4,1,3
A01138,4,1,4,1,3,4,4,1,3
A01139,3,1,3,1,3,3,4,1,3
A01140,1,1,3,1,1,1,1,4,1
A01141,3,1,3,1,4,4,3,1,4
A01142,3,1,3,1,4,3,3,1,3
A01143,3,1,4,1,4,4,3,1,4
A01144,2,1,1,1,1,1,2,2,1
A01145,3,1,4,1,3,4,4,1,4
A01146,1,1,1,2,2,1,2,2,1
A01147,3,1,4,1,3,3,3,1,3
A01148,1,1,1,1,1,1,2,3,1
A01149,3,1,3,1,4,3,4,1,3
A01150,2,1,2,1,1,1,1,4,1
A01151,1,1,2,2,1,2,2,3,1
A01152,2,1,2,1,1,1,1,4,1
A01153,1,4,4,1,4,3,4,2,2
A01154,4,1,3,1,3,4,3,1,4
A01155,4,1,3,1,3,3,3,1,4
A01156,3,1,3,1,4,3,4,1,3
A01157,1,1,2,1,1,1,1,5,1
A01158,1,1,1,1,1,1,1,3,2
A01159,3,1,3,1,3,4,4,1,4
A01160,2,1,3,1,1,1,1,5,1
A01161,1,1,2,1,1,1,1,4,1
A01162,2,1,2,1,1,1,1,4,1
A01163,1,1,1,1,1,1,1,3,1
A01164,1,1,2,1,1,1,1,4,1
A01165,3,1,3,1,3,4,4,1,4
A01166,1,1,1,3,1,1,2,3,1
A01167,3,1,3,1,3,4,4,1,4
A01168,2,1,2,1,1,1,1,5,1
A01169,4,1,4,1,4,3,4,1,4
A01170,4,1,3,1,3,4,4,1,3
A01171,2,4,4,1,3,3,3,1,2
A01172,4,1,4,1,4,4,4,1,4
A01173,3,1,3,1,3,4,3,1,4
A01174,2,1,3,1,1,1,1,5,1
A01175,4,1,3,1,4,4,4,1,3
A01176,4,1,4,1,3,3,3,1,4
A01177,2,1,3,1,1,1,1,4,1
A01178,4,1,3,1,4,3,3,1,4
A01179,2,1,2,1,1,1,1,4,1
A01180,3,1,4,1,4,3,3,1,4
A01181,3,1,4,1,3,4,3,1,3
A01182,3,1,3,1,3,3,3,1,4
A01183,2,1,1,3,1,1,1,3,2
A01184,2,1,1,1,1,1,2,3,1
A01185,1,1,1,1,1,1,2,2,1
A01186,4,1,3,1,4,4,4,1,4
A01187,3,1,4,1,3,3,4,1,3
A01188,2,1,1,1,1,1,1,3,1
A01189,2,1,3,1,1,1,1,4,1
A01190,3,1,4,1,3,3,4,1,4
A01191,4,1,3,1,4,4,3,1,4
A01192,1,1,1,1,1,1,2,2,2
A01193,1,1,3,1,1,1,1,4,1
A01194,4,1,3,1,3,3,4,1,4
A01195,3,1,3,1,4,4,4,1,3
A01196,1,1,3,1,1,1,1,5,1
A01197,2,1,3,1,1,1,1,5,1
A01198,3,1,4,1,4,3,4,1,3
A01199,3,1,3,1,4,3,4,1,3
A01200,2,1,3,1,1,1,1,5,1
A01201,2,1,2,1,1,1,1,5,1
A01202,4,1,3,1,4,3,3,1,3
A01203,3,1,3,1,4,3,3,1,4
A01204,3,1,3,1,4,3,3,1,4
A01205,1,1,2,3,2,2,1,2,1
A01206,4,1,3,1,4,3,4,1,4
A01207,2,1,1,1,1,1,2,3,1
A01208,1,1,3,1,1,1,1,5,1
A01209,4,1,3,1,3,4,3,1,4
A01210,1,1,1,1,1,1,2,3,1
A01211,2,1,2,1,1,1,1,4,1
A01212,2,1,1,1,1,1,1,3,2
A01213,2,1,2,3,1,1,1,3,1
A01214,1,3,4,1,4,2,4,1,3
A01215,3,1,4,1,3,4,4,1,3
A01216,4,1,4,1,4,4,3,1,3
A01217,4,1,4,1,3,3,3,1,3
A01218,4,1,4,1,3,3,4,1,3
A01219,2,1,2,1,1,1,1,5,1
A01220,3,1,3,1,3,3,3,1,4
A01221,3,1,3,1,3,3,3,1,4
A01222,2,1,1,1,1,1,2,3,2
A01223,1,1,3,1,1,1,1,5,1
A01224,1,1,1,3,1,1,1,2,2
A01225,1,1,2,1,1,1,1,5,1
A01226,1,1,3,1,1,1,1,5,1
A01227,4,1,3,1,3,3,4,1,4
A01228,3,1,3,1,4,3,4,1,4
A01229,1,4,3,1,4,3,4,1,2
A01230,1,1,3,1,1,1,1,4,1
A01231,2,1,2,1,1,1,1,5,1
A01232,3,1,4,1,3,3,4,1,4
A01233,4,1,4,1,4,3,4,1,4
A01234,3,1,3,1,3,3,3,1,4
A01235,1,3,4,1,4,2,4,1,3
A01236,3,1,3,1,3,4,4,1,3
A01237,2,1,1,3,1,2,2,3,1
A01238,1,1,2,1,1,1,1,4,1
A01239,4,1,4,1,4,4,4,1,4
A01240,3,1,4,1,3,3,3,1,4
A01241,1,1,2,3,1,1,2,3,1
A01242,1,1,3,1,1,1,1,4,1
A01243,2,1,1,1,1,1,2,2,1
A01244,4,1,4,1,3,4,3,1,3
A01245,3,1,4,1,3,3,3,1,3
A01246,1,1,1,1,1,1,2,2,1
A01247,1,1,1,1,1,1,1,3,1
A01248,3,1,4,1,3,3,3,1,4
A01249,4,1,3,1,3,3,3,1,4
A01250,2,1,1,1,1,1,2,2,1
A01251,4,1,4,1,4,3,3,1,3
A01252,2,1,2,2,2,1,1,2,1
A01253,4,1,4,1,4,4,3,1,4
A01254,2,1,3,1,1,1,1,4,1
A01255,2,1,1,1,1,1,2,2,2
A01256,2,1,1,2,2,2,1,2,1
A01257,3,1,4,1,4,3,4,1,4
A01258,2,1,3,1,1,1,1,5,1
A01259,1,1,3,1,1,1,1,5,1
A01260,3,1,4,1,4,4,3,1,3
A01261,2,1,1,1,1,1,1,3,1
A01262,4,1,3,1,3,3,4,1,3
A01263,1,1,3,1,1,1,1,4,1
A01264,4,1,4,1,4,3,3,1,3
A01265,3,1,3,1,3,3,3,1,4
A01266,1,4,4,1,4,3,3,1,2
